precision,recall,f1-score,support,source
0.8805970149253731,0.39954853273137697,0.5496894409937888,443.0,cxp+pad
0.7200854700854701,0.2848689771766695,0.40823743185947914,1183.0,cxp+pad
0.31353001143410797,0.13254299612581213,0.1727253678165319,1183.0,cxp+pad
0.5682314126020308,0.2848689771766695,0.3694438369617005,1183.0,cxp+pad
0.2362433862433862,0.21002645502645503,0.21759637188208616,1183.0,cxp+pad
0.6455696202531646,0.5284974093264249,0.5811965811965811,193.0,nih+pad
0.0,0.0,0.0,34.0,nih+pad
0.0,0.0,0.0,9.0,nih+pad
0.0,0.0,0.0,49.0,nih+pad
0.0,0.0,0.0,2.0,nih+pad
0.0,0.0,0.0,6.0,nih+pad
0.0,0.0,0.0,23.0,nih+pad
0.0,0.0,0.0,9.0,nih+pad
1.0,0.009433962264150943,0.018691588785046728,106.0,nih+pad
0.639751552795031,0.23897911832946636,0.34797297297297297,431.0,nih+pad
0.18284106891701826,0.059770152398952864,0.06665424110906976,431.0,nih+pad
0.5350230550089576,0.23897911832946636,0.2648544050630049,431.0,nih+pad
0.28013698630136985,0.2808219178082192,0.28036529680365296,431.0,nih+pad
0.7189542483660131,0.4247104247104247,0.5339805825242719,259.0,mimic+pad
0.43478260869565216,0.06289308176100629,0.10989010989010989,159.0,mimic+pad
0.43478260869565216,0.08196721311475409,0.1379310344827586,122.0,mimic+pad
0.5555555555555556,0.26666666666666666,0.36036036036036034,150.0,mimic+pad
0.0,0.0,0.0,42.0,mimic+pad
0.0,0.0,0.0,29.0,mimic+pad
0.0,0.0,0.0,36.0,mimic+pad
0.2727272727272727,0.1267605633802817,0.17307692307692304,71.0,mimic+pad
0.7981651376146789,0.23641304347826086,0.36477987421383645,368.0,mimic+pad
0.6440677966101694,0.215210355987055,0.3226197695573075,1236.0,mimic+pad
0.3572186035172027,0.13326788812348825,0.1866687649498067,1236.0,mimic+pad
0.570230423713145,0.215210355987055,0.3019276649323769,1236.0,mimic+pad
0.23738738738738738,0.22207207207207205,0.22625804375804373,1236.0,mimic+pad
0.6681818181818182,0.5675675675675675,0.6137787056367432,259.0,mimic+nih
0.21875,0.0440251572327044,0.07329842931937172,159.0,mimic+nih
0.2222222222222222,0.01639344262295082,0.03053435114503817,122.0,mimic+nih
0.5064935064935064,0.26,0.3436123348017621,150.0,mimic+nih
0.18181818181818182,0.047619047619047616,0.07547169811320754,42.0,mimic+nih
0.0,0.0,0.0,29.0,mimic+nih
0.0,0.0,0.0,36.0,mimic+nih
0.36363636363636365,0.056338028169014086,0.09756097560975611,71.0,mimic+nih
0.7522123893805309,0.23097826086956522,0.3534303534303534,368.0,mimic+nih
0.6046511627906976,0.2313915857605178,0.3346986541837332,1236.0,mimic+nih
0.3237016090814026,0.1358801671200944,0.17640964978402582,1236.0,mimic+nih
0.5025842902433728,0.2313915857605178,0.29615629994585196,1236.0,mimic+nih
0.27702702702702703,0.2658333333333333,0.26716216216216215,1236.0,mimic+nih
0.65,0.6023166023166023,0.625250501002004,259.0,mimic+cxp
0.28,0.0440251572327044,0.07608695652173912,159.0,mimic+cxp
0.09090909090909091,0.00819672131147541,0.015037593984962409,122.0,mimic+cxp
0.5806451612903226,0.24,0.339622641509434,150.0,mimic+cxp
0.14285714285714285,0.023809523809523808,0.04081632653061224,42.0,mimic+cxp
0.0,0.0,0.0,29.0,mimic+cxp
0.0,0.0,0.0,36.0,mimic+cxp
0.3,0.04225352112676056,0.07407407407407407,71.0,mimic+cxp
0.8125,0.21195652173913043,0.3362068965517242,368.0,mimic+cxp
0.6252771618625277,0.22815533980582525,0.3343212803793717,1236.0,mimic+cxp
0.3174345994507285,0.13028422750402188,0.1674549989082833,1236.0,mimic+cxp
0.5156615560553863,0.22815533980582525,0.2892503005207407,1236.0,mimic+cxp
0.2875,0.271981981981982,0.27585585585585587,1236.0,mimic+cxp
0.6610169491525424,0.49056603773584906,0.5631768953068592,636.0,cxp+mimic+nih+pad
0.3684210526315789,0.02287581699346405,0.043076923076923075,306.0,cxp+mimic+nih+pad
0.21428571428571427,0.01276595744680851,0.024096385542168676,235.0,cxp+mimic+nih+pad
0.6194331983805668,0.3200836820083682,0.4220689655172414,478.0,cxp+mimic+nih+pad
0.0,0.0,0.0,75.0,cxp+mimic+nih+pad
0.0,0.0,0.0,90.0,cxp+mimic+nih+pad
0.0,0.0,0.0,105.0,cxp+mimic+nih+pad
0.4794520547945205,0.15486725663716813,0.23411371237458192,226.0,cxp+mimic+nih+pad
0.845360824742268,0.24773413897280966,0.38317757009345793,993.0,cxp+mimic+nih+pad
0.6762075134168157,0.24045801526717558,0.3547630220553731,3144.0,cxp+mimic+nih+pad
0.3542188659985768,0.13876587664382972,0.18552338354569248,3144.0,cxp+mimic+nih+pad
0.5812306923670381,0.24045801526717558,0.3219397856538839,3144.0,cxp+mimic+nih+pad
0.24810147035062208,0.2317821942155437,0.23713847148166103,3144.0,cxp+mimic+nih+pad
